sheet,slug,bank_class,Shrawan 2078,Bhadra 2078,Ashwin 2078,Kartik 2078,Mangsir 2078,Poush 2078,Magh 2078,Falgun 2078,Ashadh 2078,Shrawan 2079,Bhadra 2079,Ashwin 2079,Kartik 2079,Mangsir 2079,Poush 2079,Magh 2079,Falgun 2079,Baisakh 2079,Jestha 2079,Ashadh 2079,Shrawan 2080,Bhadra 2080,Ashwin 2080,Kartik 2080,Mangsir 2080,Poush 2080,Magh 2080,Falgun 2080,Baisakh 2080,Jestha 2080,Ashadh 2080,Shrawan 2081,Bhadra 2081,Ashwin 2081,Kartik 2081,Mangsir 2081,Poush 2081,Magh 2081,Falgun 2081,Baisakh 2081,Jestha 2081,Ashadh 2081,Shrawan 2082,Bhadra 2082,Baisakh 2082,Jestha 2082,Ashadh 2082
C6,above-1-year,development,348.3713,557.0633,835.9369,1401.4657,1737.1583,,,,4526.8696,535.4181,1384.8888,1807.0698,2514.1049,3363.7215,,,,2997.7193,3467.7342,3944.3467,1017.3905,2026.3206,3029.7677,4638.6119,5044.7956,,,,7361.4070,8321.1320,9225.6582,987.8545,1922.0651,2808.4282,3648.2689,4469.3994,,,,10072.9378,11132.9529,12111.5007,733.6652,1462.5644,8212.1389,8955.6317,9733.8033
C6,above-1-year,finance,155.8018,289.2167,434.6203,570.1133,784.3251,,,,1654.2045,247.8413,524.4550,717.4374,1115.3808,1422.6516,,,,1777.6115,1756.4991,1823.4508,330.6630,804.0340,1211.4880,1520.1478,1896.2348,,,,3025.6145,3311.3076,3778.3287,367.6253,803.3404,882.2275,1304.3391,1631.4637,,,,3642.4825,3976.7356,4054.8586,247.9266,498.7887,2807.5866,3011.3765,3273.8589
C6,above-1-year,system_total,6545.3776,12842.1057,19373.9687,26236.0412,32794.7977,,,,72595.0116,8833.6839,19267.5552,29488.8850,37530.5143,47570.0561,,,,68598.9152,76816.4526,81297.4789,14647.9485,29101.0842,43250.3459,58118.2815,71704.9362,,,,112469.9010,126381.6630,138814.4682,13670.5874,26602.6876,38305.6137,49709.6805,60316.0415,,,,139918.8960,153510.7562,166376.7067,9130.0395,17936.2844,107911.4971,117090.6911,126923.3864
C6,additional-loan-loss-provision,commercial,83.1489,190.1222,515.1856,510.9239,523.6827,,,,174.0692,0.0000,27.5994,683.2794,736.6746,847.5375,,,,911.5573,1011.6083,426.6804,-327.3524,-36.2729,756.6223,697.6063,723.2168,,,,2212.1210,2633.6694,2568.8756,0.0000,0.0000,-776.7200,-776.7200,-776.7200,,,,2607.1665,2057.7671,2770.5070,0.0000,0.0000,1132.0902,1084.8405,336.3698
C6,additional-loan-loss-provision,development,0.0000,0.0000,-0.1090,0.0000,0.0000,,,,10.2654,0.0000,0.0000,3.9013,11.6016,11.6016,,,,0.0000,0.0000,1.8121,25.0593,66.9765,0.0000,0.0000,0.0000,,,,7.3088,54.9281,106.2448,0.1926,0.2676,-26.7856,367.8653,468.8107,,,,137.7556,133.3916,52.1586,0.0000,0.0000,186.2706,186.2701,25.3182
C6,additional-loan-loss-provision,finance,0.0000,0.0000,17.3847,17.3847,17.3847,,,,136.5134,0.0000,0.0000,47.0708,47.0708,47.0708,,,,20.8208,20.8208,1.9706,31.6837,31.6837,94.1960,81.2733,81.2733,,,,190.1377,177.9619,36.2104,0.0000,0.0000,4.1382,0.0000,0.0000,,,,157.8861,157.8861,0.0000,0.0000,0.0000,56.0952,56.0952,39.5264
C6,additional-loan-loss-provision,system_total,83.1489,190.1222,532.4613,528.3086,541.0675,,,,320.8480,0.0000,27.5994,734.2516,795.3470,906.2099,,,,932.3781,1032.4291,430.4631,-270.6095,62.3873,850.8183,778.8796,804.4901,,,,2409.5675,2866.5595,2711.3308,0.1926,0.2676,-799.3674,-408.8547,-307.9094,,,,2902.8082,2349.0448,2822.6656,0.0000,0.0000,1374.4560,1327.2059,401.2144
C6,call-deposit,commercial,300.7662,565.7049,866.6604,1192.3665,1560.4149,,,,3759.8720,641.2071,1224.0701,1885.1308,2549.0092,3210.5745,,,,3855.1076,4397.8578,4965.5581,681.3203,1320.6750,1974.6601,2584.5642,3194.0060,,,,5805.4312,6463.3309,6963.2085,539.4256,1017.8435,1496.0429,1952.2456,2462.6998,,,,5901.3491,6444.6590,6950.7469,473.3610,912.0449,4900.4809,5368.0589,5863.4288
C6,call-deposit,development,50.4519,93.1960,149.8796,212.3052,282.1077,,,,513.2225,112.2853,225.6435,331.2900,447.7871,551.7535,,,,710.6397,839.5310,966.6280,98.9596,195.5743,286.6285,364.4126,440.2870,,,,1018.6198,1115.0460,1214.7167,57.0430,109.9726,160.2030,213.2771,265.1263,,,,730.3609,783.2826,836.3713,52.0141,98.8503,518.1336,571.7860,628.0041
C6,call-deposit,finance,10.9443,19.9074,30.7742,41.5255,52.7751,,,,169.5329,22.9272,43.9743,67.4471,92.6928,115.7600,,,,136.5105,156.7886,178.8349,23.6916,45.1511,68.2774,91.9834,115.7731,,,,233.2159,256.2734,282.6810,15.2810,28.4237,32.9234,55.6284,68.8859,,,,216.7698,233.3189,246.7664,14.5515,28.4230,134.3569,148.7837,164.0531
C6,call-deposit,system_total,362.1624,678.8083,1047.3143,1446.1972,1895.2978,,,,4442.6274,776.4196,1493.6879,2283.8678,3089.4891,3878.0880,,,,4702.2578,5394.1773,6111.0209,803.9715,1561.4004,2329.5660,3040.9602,3750.0661,,,,7057.2670,7834.6502,8460.6063,611.7496,1156.2398,1689.1694,2221.1511,2796.7120,,,,6848.4797,7461.2605,8033.8846,539.9266,1039.3182,5552.9713,6088.6286,6655.4860
C6,certificate-of-deposits,commercial,21.2341,41.1504,60.7501,64.2252,66.6385,,,,203.9198,2.5853,5.1397,7.6331,10.3416,12.8797,,,,79.5595,82.2965,84.9009,2.6319,5.0547,7.3759,9.7148,12.0810,,,,37.6194,40.2554,42.7603,3.1452,6.1458,9.0272,11.7297,14.4378,,,,24.3802,27.1534,29.9800,3.3293,6.6512,26.7243,29.5529,32.4569
C6,certificate-of-deposits,development,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,8.3947,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
C6,certificate-of-deposits,finance,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
C6,certificate-of-deposits,system_total,21.2341,41.1504,60.7501,64.2252,66.6385,,,,203.9198,2.5853,5.1397,7.6331,10.3416,12.8797,,,,79.5595,82.2965,84.9009,2.6319,5.0547,7.3759,9.7148,12.0810,,,,37.6194,40.2554,51.1551,3.1452,6.1458,9.0272,11.7297,14.4378,,,,24.3802,27.1534,29.9800,3.3293,6.6512,26.7243,29.5529,32.4569
C6,commission-fee-expense,commercial,157.8749,334.8060,544.2047,738.5534,922.9989,,,,1693.4358,191.1197,419.2912,685.3092,974.2290,1211.1515,,,,2155.1848,2360.1686,3057.0604,225.1079,509.1853,831.7224,1117.8059,1472.3593,,,,2681.0987,3186.0837,4098.9779,364.7345,734.6893,1067.0994,1569.9630,1963.0499,,,,3518.7267,3969.8046,4523.8557,349.9025,763.4009,4659.2863,5039.4306,5521.2585
C6,commission-fee-expense,development,2.3845,5.9031,11.9135,16.4184,21.5433,,,,41.6298,3.3877,6.2857,11.1733,16.3891,22.2778,,,,47.8463,53.3531,63.0412,7.3652,12.9241,21.3113,24.7874,31.4439,,,,75.5013,97.7828,119.9763,4.3524,12.0609,17.9670,22.1545,28.0302,,,,71.1907,84.3520,102.5415,2.4403,10.5567,59.9161,77.5283,95.6784
C6,commission-fee-expense,finance,0.0000,0.0000,0.0000,0.0000,0.2206,,,,0.0000,0.0000,0.0000,0.0000,0.0459,0.0571,,,,0.0000,0.0000,0.7903,0.0323,1.1451,1.7729,3.1686,3.5479,,,,0.1915,0.3767,9.4308,0.3057,1.2109,1.3727,1.7740,2.3273,,,,4.3548,5.5123,8.1609,0.3383,1.0588,5.9534,6.5648,9.7256
C6,commission-fee-expense,system_total,160.2594,340.7091,556.1182,754.9718,944.7627,,,,1735.0657,194.5074,425.5769,696.4825,990.6640,1233.4864,,,,2203.0312,2413.5217,3120.8919,232.5054,523.2546,854.8066,1145.7618,1507.3511,,,,2756.7915,3284.2431,4228.3850,369.3926,747.9611,1086.4391,1593.8914,1993.4074,,,,3594.2722,4059.6689,4634.5581,352.6811,775.0164,4725.1557,5123.5237,5626.6625
C6,deposit-liabilities,commercial,16881.1176,33727.1063,52745.7217,72473.4801,93020.6796,,,,185437.5350,28540.6840,57597.4783,88502.2455,119171.9925,149559.1398,,,,212299.0314,239185.3570,262357.0021,34333.8742,67985.2254,100921.1159,133754.4573,166402.1250,,,,284804.2876,318569.3619,339228.9877,28177.7394,54948.6956,80452.3317,104943.4295,128638.9538,,,,315004.0628,344477.8708,372863.4509,21893.5164,43561.7003,239686.2829,262033.2246,285480.1777
C6,deposit-liabilities,development,2339.9259,4672.4938,7253.4287,9862.6706,12649.9167,,,,23914.7623,3956.9961,7991.7284,12251.3500,16539.0584,20770.3628,,,,28372.5741,32010.3239,35908.4098,4565.4404,9072.4722,13451.3638,17729.2051,21859.9862,,,,42953.7499,47563.4992,52033.6694,3432.4300,6628.2245,9588.4053,12475.2657,15301.0520,,,,40834.8674,44500.9949,47946.8054,2468.2710,4878.6114,28491.1682,31089.4870,33777.1076
C6,deposit-liabilities,finance,527.7272,1050.5624,1593.1115,2146.6134,2708.2289,,,,5830.4168,846.4592,1704.4934,2608.0412,3509.2591,4397.2544,,,,6080.6645,6873.2694,7710.2535,977.2771,2018.9852,2954.9617,3913.2395,4853.6423,,,,9180.9602,10102.0839,11158.6083,880.4628,1799.8094,2597.3269,3382.9098,4141.5209,,,,9330.0171,10177.3593,11097.7195,653.1731,1294.8205,7500.5194,8158.6434,8846.3677
C6,deposit-liabilities,system_total,19748.7707,39450.1625,61592.2620,84482.7641,108378.8252,,,,215182.7141,33344.1393,67293.7001,103361.6367,139220.3099,174726.7570,,,,246752.2700,278068.9503,305975.6655,39876.5917,79076.6828,117327.4415,155396.9020,193115.7534,,,,336938.9977,376234.9449,402421.2654,32490.6322,63376.7296,92638.0640,120801.6050,148081.5267,,,,365168.9473,399156.2250,431907.9758,25014.9605,49735.1321,275677.9706,301281.3550,328103.6531
C6,due-to-change-in-exchange-rates,commercial,2.4843,294.9377,0.4456,5.9692,133.9542,,,,0.0369,5.7908,8.6810,3.7818,12.0516,1673.9186,,,,36.4691,39.1895,33.0449,0.3399,0.0000,0.4046,0.0000,0.0000,,,,72.4528,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
C6,due-to-change-in-exchange-rates,development,0.4750,1.1458,0.3515,1.4656,1.0974,,,,1.1938,0.0141,1.3425,-0.6156,-0.7501,-3.2981,,,,0.7478,0.7086,0.6678,0.3631,0.8466,2.6068,1.5356,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
C6,due-to-change-in-exchange-rates,finance,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
C6,due-to-change-in-exchange-rates,system_total,2.9593,296.0836,0.7971,7.4348,135.0515,,,,1.2307,5.8049,10.0235,3.1662,11.3016,1670.6205,,,,37.2169,39.8980,33.7126,0.7029,0.8466,3.0113,1.5356,0.0000,,,,72.4528,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
C6,due-to-foreign-currency-transactions,commercial,0.0000,0.0000,0.0000,0.0000,41.5718,,,,0.0000,0.0000,8.5447,0.0000,4.2873,34.9847,,,,-13.0352,109.2284,71.4172,0.3199,0.0000,0.0000,0.0000,0.4270,,,,16.2944,11.2884,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
C6,due-to-foreign-currency-transactions,development,0.0359,0.2052,0.0000,0.0000,0.0000,,,,0.1944,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0004,0.0469,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
C6,due-to-foreign-currency-transactions,finance,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
C6,due-to-foreign-currency-transactions,system_total,0.0359,0.2052,0.0000,0.0000,41.5718,,,,0.1944,0.0000,8.5447,0.0000,4.2873,34.9847,,,,-13.0352,109.2284,71.4172,0.3204,0.0469,0.0000,0.0000,0.4270,,,,16.2944,11.2884,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
C6,employees-expenses,commercial,3544.2680,7048.8630,12514.8967,15755.2334,18952.6975,,,,42824.0721,3919.0009,8997.1120,13022.5608,17191.8475,21366.4619,,,,38374.0655,42219.9217,47172.2353,4178.0796,8536.2361,13485.8151,17728.7368,22221.0713,,,,39499.6010,43483.7821,47816.2600,4673.4376,9200.4811,14472.0227,18918.4633,23443.2160,,,,45542.9199,50164.9288,55897.5969,4673.4662,10107.4020,48424.8875,53133.1805,60030.5771
C6,employees-expenses,development,369.7783,737.0395,1291.7610,1656.5589,2029.2110,,,,4341.0185,449.9660,1035.5654,1496.3287,1978.2375,2361.9405,,,,3949.5471,4391.7471,5225.3489,439.9284,887.5378,1524.1590,2005.6662,2450.6020,,,,4612.9201,5067.0967,5837.9105,487.7695,1023.1112,1658.9753,2163.3488,2672.5099,,,,4906.9423,5331.1320,6201.7243,523.0424,1226.7096,5137.1278,5625.6678,6432.1061
C6,employees-expenses,finance,95.6301,176.2942,329.4647,420.7098,513.1788,,,,1008.5872,96.6756,244.1739,384.0168,478.2649,579.7346,,,,1003.4272,1110.7769,1329.4971,105.8919,214.0868,375.7884,488.6594,605.7671,,,,1115.3076,1244.2030,1472.1524,118.5802,238.7809,417.5562,562.9324,688.0183,,,,1210.0738,1336.9976,1561.8229,155.8462,321.0659,1346.4764,1480.3818,1655.3898
C6,employees-expenses,system_total,4009.6764,7962.1966,14136.1224,17832.5020,21495.0873,,,,48173.6779,4465.6424,10276.8514,14902.9063,19648.3498,24308.1370,,,,43327.0398,47722.4457,53727.0813,4723.9000,9637.8608,15385.7626,20223.0624,25277.4404,,,,45227.8287,49795.0818,55126.3229,5279.7873,10462.3732,16548.5541,21644.7445,26803.7443,,,,51659.9360,56833.0584,63661.1441,5352.3547,11655.1776,54908.4918,60239.2301,68118.0730
C6,exchange-fluctuation-loss,commercial,2.4843,294.9377,0.4456,5.9692,175.5259,,,,0.0369,5.7908,17.2257,3.7818,16.3389,1708.9033,,,,23.4339,148.4179,104.4620,0.6598,0.0000,0.4046,0.0000,0.4270,,,,88.7471,11.2884,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
C6,exchange-fluctuation-loss,development,0.5108,1.3511,0.3515,1.4656,1.0974,,,,1.3882,0.0141,1.3425,-0.6156,-0.7501,-3.2981,,,,0.7478,0.7086,0.6678,0.3635,0.8935,2.6068,1.5356,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
C6,exchange-fluctuation-loss,finance,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
C6,exchange-fluctuation-loss,system_total,2.9951,296.2888,0.7971,7.4348,176.6233,,,,1.4250,5.8049,18.5682,3.1662,15.5888,1705.6053,,,,24.1817,149.1264,105.1298,1.0233,0.8935,3.0113,1.5356,0.4270,,,,88.7471,11.2884,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
C6,fixed-a-c,commercial,12836.9901,25662.3157,39348.2660,53573.8913,68056.6952,,,,143928.2923,21106.1930,42980.7391,65403.8731,87770.6412,110227.7926,,,,153545.6381,173233.6590,189890.0422,26619.1335,52772.3282,78351.0877,103950.8702,129765.3779,,,,212412.6525,238712.7011,254526.6459,22366.2476,43513.9856,63383.0919,82231.0080,100030.8469,,,,249142.8837,272728.7976,294988.8344,15188.4229,30119.2545,179710.0393,195240.1711,211212.6259
C6,fixed-a-c,development,1860.8042,3731.8110,5717.6348,7735.6253,9857.0722,,,,18530.9382,3123.3882,6331.7826,9674.1938,13044.3035,16422.9255,,,,21700.2361,24775.0079,27824.8002,3783.6189,7480.7510,11085.9529,14650.6568,18144.5597,,,,34561.3309,38403.2524,42073.2288,2823.3323,5411.0033,7758.8630,10006.4880,12191.0205,,,,34263.4148,37346.3454,40214.0399,1711.5812,3356.0446,21994.9149,23846.9329,25736.2229
C6,fixed-a-c,finance,410.8697,818.8035,1173.7720,1586.0404,2023.1491,,,,4475.8320,691.8412,1397.5233,2136.8241,2868.7844,3601.7206,,,,4668.8172,5311.3142,6033.1527,813.1497,1691.5626,2470.0437,3270.6963,4054.8986,,,,7604.4909,8338.9443,9245.0351,750.2908,1541.2451,2214.1805,2869.0417,3497.9922,,,,7848.3611,8565.0852,9362.8062,517.7106,1025.4448,6227.7575,6754.0559,7302.7702
C6,fixed-a-c,system_total,15108.6640,30212.9302,46239.6727,62895.5571,79936.9165,,,,166935.0626,24921.4224,50710.0449,77214.8910,103683.7291,130252.4387,,,,179914.6914,203319.9810,223747.9951,31215.9022,61944.6418,91907.0842,121872.2233,151964.8362,,,,254578.4743,285454.8978,305844.9098,25939.8707,50466.2340,73356.1354,95106.5377,115719.8596,,,,291254.6596,318640.2281,344565.6804,17417.7146,34500.7439,207932.7117,225841.1599,244251.6190
C6,general-loan-loss-provision,commercial,475.8313,343.1157,5017.3884,5085.0423,5267.8218,,,,21419.9673,21.0458,111.1898,4511.7209,4557.2664,4403.2340,,,,10345.3574,10683.0067,11092.6462,103.9886,135.4008,11168.1720,11115.4880,11579.6754,,,,13831.0442,13971.4436,15606.1220,125.3586,280.9067,11979.6802,12675.5669,12581.0920,,,,23087.9802,22997.4321,23762.8170,43.7867,129.1908,26378.2308,27052.8056,21130.9558
C6,general-loan-loss-provision,development,17.8313,19.5538,897.8601,716.4353,893.7435,,,,3312.4857,58.3992,109.4574,1194.9180,1297.5490,1326.7473,,,,1332.9675,1365.4697,1458.5821,46.8349,63.5388,1116.8373,1153.3890,1135.9737,,,,1946.1312,1931.8200,1605.6277,4.8030,26.5898,1398.9572,1423.9777,1458.0312,,,,2250.5268,2228.3752,2076.6405,30.7279,57.7140,2189.8481,2859.6887,2143.3462
C6,general-loan-loss-provision,finance,10.6101,14.1584,90.4572,86.9892,90.1363,,,,380.6296,18.7891,49.9099,233.9453,294.9218,231.8624,,,,430.2682,418.8042,297.9387,77.3768,123.0720,354.3778,381.2845,406.5791,,,,383.9997,388.9532,260.7657,115.0892,75.8129,220.9245,192.1080,233.6035,,,,556.6820,594.4395,387.6809,21.9274,31.3734,253.3394,293.9623,92.7904
C6,general-loan-loss-provision,system_total,504.2727,376.8279,6005.7057,5888.4668,6251.7016,,,,25113.0827,98.2341,270.5570,5940.5841,6149.7372,5961.8436,,,,12108.5931,12467.2807,12849.1670,228.2004,322.0115,12639.3871,12650.1615,13122.2282,,,,16161.1750,16292.2168,17472.5154,245.2508,383.3095,13599.5619,14291.6526,14272.7267,,,,25895.1890,25820.2468,26227.1383,96.4421,218.2782,28821.4183,30206.4565,23367.0924
C6,income--agency-balance,commercial,,,,,,,,,,,,,,,,,,,,,109.6428,225.5377,341.3673,451.0417,531.1767,,,,648.6967,758.4547,1430.2744,96.9493,207.0727,385.5970,526.9711,674.7965,,,,1166.7020,1276.9324,1419.8660,118.9145,243.8317,1444.3968,1589.5624,1777.5038
C6,income--agency-balance,development,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
C6,income--agency-balance,finance,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,1.8863,3.5832,5.0219,6.1561,7.5287,,,,1.1014,1.9890,3.4890,0.4558,0.9493,10.7446,11.2050,12.0646
C6,income--agency-balance,system_total,,,,,,,,,,,,,,,,,,,,,109.6428,225.5377,341.3673,451.0417,531.1767,,,,648.6967,758.4547,1430.2744,98.8356,210.6559,390.6188,533.1273,682.3252,,,,1167.8033,1278.9215,1423.3550,119.3704,244.7811,1455.1415,1600.7673,1789.5684
C6,income--bills-purchase-discount,commercial,,,,,,,,,,,,,,,,,,,,,37.0247,66.2666,89.4112,115.5313,138.0624,,,,207.7940,234.7367,205.8483,27.0655,48.4445,97.4988,158.4321,180.1417,,,,306.9612,344.6069,396.8383,43.7412,71.5981,324.2311,353.8211,414.5757
C6,income--bills-purchase-discount,development,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
C6,income--bills-purchase-discount,finance,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
C6,income--bills-purchase-discount,system_total,,,,,,,,,,,,,,,,,,,,,37.0247,66.2666,89.4112,115.5313,138.0624,,,,207.7940,234.7367,205.8483,27.0655,48.4445,97.4988,158.4321,180.1417,,,,306.9612,344.6069,396.8383,43.7412,71.5981,324.2311,353.8211,414.5757
C6,income--comission,commercial,,,,,,,,,,,,,,,,,,,,,2270.8204,4280.7302,6845.7892,8288.8014,10732.9847,,,,17386.4753,19016.6847,21249.9469,2657.8451,4914.9003,7479.8210,9327.9106,11584.5464,,,,21629.6183,23918.8795,26721.2559,2786.4436,5616.9409,23005.1453,25607.0131,29341.4448
C6,income--comission,development,,,,,,,,,,,,,,,,,,,,,61.0485,103.7176,140.0724,169.8690,210.4795,,,,417.3613,468.8341,584.0515,56.0476,113.4070,166.1221,207.8000,254.4954,,,,498.4108,561.0162,665.2911,51.7220,112.1162,546.6266,608.1134,800.8022
C6,income--comission,finance,,,,,,,,,,,,,,,,,,,,,18.5147,29.7388,52.5011,63.4656,47.7534,,,,93.9763,104.6442,230.5033,17.1664,30.9229,55.7486,65.8268,81.7315,,,,170.0340,182.1236,209.1018,14.3684,24.2650,163.0637,184.3317,221.1110
C6,income--comission,system_total,,,,,,,,,,,,,,,,,,,,,2350.3836,4414.1866,7038.3627,8522.1360,10991.2176,,,,17897.8129,19590.1631,22064.5017,2731.0591,5059.2303,7701.6918,9601.5375,11920.7733,,,,22298.0631,24662.0192,27595.6488,2852.5339,5753.3221,23714.8356,26399.4583,30363.3580
C6,income--comission-discount,commercial,,,,,,,,,,,,,,,,,,,,,2806.3610,5289.0898,8452.3924,10308.7528,13323.4514,,,,22110.3830,24572.8302,27762.6957,3245.0843,6562.5852,9252.3953,11668.0731,14488.3555,,,,27089.9414,29970.5821,33789.5363,3484.0946,6982.0982,29851.5023,33221.2284,37790.5357
C6,income--comission-discount,development,,,,,,,,,,,,,,,,,,,,,86.8541,196.4511,297.1116,349.4267,407.2836,,,,756.0956,843.5899,1029.5787,84.8684,179.7234,349.4919,442.2506,563.4172,,,,927.2992,990.0759,1170.9739,106.0471,223.9954,1197.9045,1333.2144,1575.8780
C6,income--comission-discount,finance,,,,,,,,,,,,,,,,,,,,,26.4718,43.7123,76.3177,93.3976,82.1354,,,,149.2992,164.7852,293.3277,31.6452,64.5648,98.9204,113.0296,139.0362,,,,239.3407,260.1856,298.9174,26.0092,52.3649,292.1601,324.5523,407.0886
C6,income--comission-discount,system_total,,,,,,,,,,,,,,,,,,,,,2919.6869,5529.2532,8825.8217,10751.5772,13812.8704,,,,23015.7778,25581.2054,29085.6021,3361.5980,6806.8735,9700.8077,12223.3533,15190.8090,,,,28256.5813,31220.8436,35259.4276,3616.1509,7258.4585,31341.5669,34878.9951,39773.5023
C6,income--deventure-bonds,commercial,,,,,,,,,,,,,,,,,,,,,354.8450,698.1815,1049.7761,1394.9420,1815.8450,,,,2493.8010,2849.5809,3186.6038,411.7901,814.1166,1208.8870,1609.3376,2013.0273,,,,3742.5014,4150.5113,4723.7098,485.3946,986.4232,4240.1299,4716.4610,5215.2410
C6,income--deventure-bonds,development,,,,,,,,,,,,,,,,,,,,,0.2278,0.4165,0.6148,0.8131,1.0115,,,,2.0673,2.2789,2.4838,0.0014,0.0023,0.0023,0.0023,0.0023,,,,1.8743,1.8787,1.9571,0.1078,0.2157,0.0023,0.0023,0.1240
C6,income--deventure-bonds,finance,,,,,,,,,,,,,,,,,,,,,29.0226,58.4214,87.1883,119.0740,149.5435,,,,235.7997,265.2653,294.7092,30.6012,60.6195,90.2990,32.9768,41.9203,,,,295.8152,325.4397,353.7424,6.0554,12.3197,76.2585,82.0688,88.2322
C6,income--deventure-bonds,system_total,,,,,,,,,,,,,,,,,,,,,384.0954,757.0194,1137.5792,1514.8291,1966.4000,,,,2731.6680,3117.1250,3483.7968,442.3928,874.7384,1299.1883,1642.3167,2054.9499,,,,4040.1909,4477.8298,5079.4094,491.5578,998.9585,4316.3907,4798.5321,5303.5973
C6,income--due-to-change-in-exchange-rate,commercial,,,,,,,,,,,,,,,,,,,,,-432.0592,-363.0392,210.1169,226.0585,191.1507,,,,434.2505,478.5054,816.6080,655.7410,229.9311,234.0146,-312.5783,-257.9937,,,,-399.7090,-325.5293,-316.7440,73.3866,110.5222,-623.8222,-520.1274,773.3784
